date,campaign_id,channel_id,creative_id,spend,impressions,clicks
2025-01-03,CMP_104,CH_05,CR_001,0.0,18866,451
2025-01-03,CMP_104,CH_05,CR_003,0.0,14131,1363
2025-01-03,CMP_104,CH_06,CR_002,0.0,18789,1676
2025-01-03,CMP_104,CH_06,CR_004,0.0,16980,826
2025-01-03,CMP_104,CH_06,CR_006,0.0,13556,777
2025-01-03,CMP_105,CH_01,CR_007,2996.73,45205,3225
2025-01-03,CMP_105,CH_02,CR_007,3961.48,13651,1057
2025-01-03,CMP_105,CH_03,CR_003,1265.71,13175,1231
2025-01-03,CMP_105,CH_03,CR_004,1203.33,7946,1132
2025-01-03,CMP_105,CH_03,CR_005,953.2900000000001,57898,1274
2025-01-03,CMP_105,CH_03,CR_006,54.77,1961,44
2025-01-03,CMP_105,CH_04,CR_001,593.57,5579,707
2025-01-03,CMP_105,CH_04,CR_002,1120.16,12993,1007
2025-01-03,CMP_105,CH_04,CR_006,1129.2,24746,1773
2025-01-03,CMP_105,CH_05,CR_001,0.0,7867,376
2025-01-03,CMP_105,CH_05,CR_002,0.0,18466,1073
2025-01-03,CMP_105,CH_05,CR_003,0.0,31252,1421
2025-01-03,CMP_105,CH_05,CR_004,0.0,17725,1678
2025-01-03,CMP_105,CH_05,CR_005,0.0,7374,406
2025-01-03,CMP_105,CH_06,CR_002,0.0,3429,73
2025-01-03,CMP_105,CH_06,CR_003,0.0,15223,1342
2025-01-03,CMP_105,CH_06,CR_004,0.0,7465,619
2025-01-03,CMP_105,CH_06,CR_005,0.0,16221,1195
2025-01-03,CMP_105,CH_06,CR_006,0.0,15731,1504
2025-01-04,CMP_101,CH_01,CR_007,649.39,7096,767
2025-01-04,CMP_101,CH_02,CR_007,5485.83,42015,1658
2025-01-04,CMP_101,CH_03,CR_001,1177.8899999999999,16676,1109
2025-01-04,CMP_101,CH_03,CR_003,508.27,4808,612
2025-01-04,CMP_101,CH_03,CR_006,2227.21,120837,2333
2025-01-04,CMP_101,CH_04,CR_002,468.64,5485,672
2025-01-04,CMP_101,CH_04,CR_003,1072.72,6872,1015
2025-01-04,CMP_101,CH_04,CR_005,2566.65,128641,3213
2025-01-04,CMP_101,CH_05,CR_002,0.0,10811,567
2025-01-04,CMP_101,CH_05,CR_004,0.0,4360,297
2025-01-04,CMP_101,CH_06,CR_001,0.0,22129,861
2025-01-04,CMP_101,CH_06,CR_005,0.0,9346,580
2025-01-04,CMP_101,CH_06,CR_006,0.0,3813,113
2025-01-04,CMP_102,CH_01,CR_007,3392.76,72630,4415
2025-01-04,CMP_102,CH_02,CR_007,6124.43,28396,2154
2025-01-04,CMP_102,CH_03,CR_001,122.35,2161,149
2025-01-04,CMP_102,CH_03,CR_004,1360.1,8214,1169
2025-01-04,CMP_102,CH_03,CR_006,2187.46,59928,2283
2025-01-04,CMP_102,CH_04,CR_001,1000.41,11855,1336
2025-01-04,CMP_102,CH_05,CR_001,0.0,19323,1179
2025-01-04,CMP_102,CH_05,CR_003,0.0,2848,283
2025-01-04,CMP_102,CH_06,CR_002,0.0,1578,59
2025-01-04,CMP_102,CH_06,CR_003,0.0,15736,1517
2025-01-04,CMP_102,CH_06,CR_004,0.0,24030,1799
2025-01-04,CMP_102,CH_06,CR_006,0.0,13607,975
2025-01-04,CMP_103,CH_01,CR_007,4188.07,53769,4464
2025-01-04,CMP_103,CH_02,CR_007,3127.88,21992,818
2025-01-04,CMP_103,CH_03,CR_002,455.06,21806,433
2025-01-04,CMP_103,CH_03,CR_003,406.34,8079,630
2025-01-04,CMP_103,CH_03,CR_004,1204.53,27996,1196
2025-01-04,CMP_103,CH_04,CR_001,898.58,11725,809
2025-01-04,CMP_103,CH_04,CR_002,1061.55,62708,1132
2025-01-04,CMP_103,CH_04,CR_004,427.38,24018,338
2025-01-04,CMP_103,CH_04,CR_006,412.9,6660,444
2025-01-04,CMP_104,CH_01,CR_007,1937.19,22576,1789
2025-01-04,CMP_104,CH_02,CR_007,4421.65,15337,1198
2025-01-04,CMP_104,CH_03,CR_003,752.8,11760,977
2025-01-04,CMP_104,CH_03,CR_004,758.43,9038,1004
2025-01-04,CMP_104,CH_04,CR_001,727.26,9931,812
2025-01-04,CMP_104,CH_04,CR_003,307.02,3002,288
2025-01-04,CMP_104,CH_04,CR_004,361.6,4739,360
2025-01-04,CMP_104,CH_04,CR_006,734.02,71973,979
2025-01-04,CMP_104,CH_05,CR_001,0.0,5714,513
2025-01-04,CMP_104,CH_05,CR_002,0.0,19303,1815
2025-01-04,CMP_104,CH_05,CR_004,0.0,8480,531
2025-01-04,CMP_104,CH_05,CR_006,0.0,18331,1098
2025-01-04,CMP_104,CH_06,CR_002,0.0,19458,570
2025-01-04,CMP_104,CH_06,CR_003,0.0,14582,883
2025-01-04,CMP_105,CH_01,CR_007,2486.29,32787,2427
2025-01-04,CMP_105,CH_02,CR_007,5264.44,13200,1508
2025-01-04,CMP_105,CH_03,CR_001,704.48,7029,847
2025-01-04,CMP_105,CH_03,CR_003,1114.74,32150,1263
2025-01-04,CMP_105,CH_04,CR_004,208.81,4300,197
2025-01-04,CMP_105,CH_04,CR_006,427.94,12287,415
2025-01-04,CMP_105,CH_05,CR_001,0.0,3495,137
2025-01-04,CMP_105,CH_05,CR_002,0.0,4202,190
2025-01-04,CMP_105,CH_05,CR_003,0.0,45301,2616
2025-01-04,CMP_105,CH_05,CR_004,0.0,10921,537
2025-01-04,CMP_105,CH_05,CR_005,0.0,27616,1345
2025-01-04,CMP_105,CH_05,CR_006,0.0,5917,317
2025-01-04,CMP_105,CH_06,CR_001,0.0,5424,137
2025-01-04,CMP_105,CH_06,CR_003,0.0,29316,2834
2025-01-04,CMP_105,CH_06,CR_005,0.0,11229,402
2025-01-05,CMP_101,CH_01,CR_007,1432.64,38903,2191
2025-01-05,CMP_101,CH_02,CR_007,2476.05,11849,710
2025-01-05,CMP_101,CH_03,CR_002,309.14,4122,418
2025-01-05,CMP_101,CH_04,CR_002,3924.14,183225,3983
2025-01-05,CMP_101,CH_04,CR_006,1451.86,11399,1456
2025-01-05,CMP_101,CH_05,CR_001,0.0,17012,1254
2025-01-05,CMP_101,CH_05,CR_002,0.0,2742,262
2025-01-05,CMP_101,CH_05,CR_004,0.0,16190,1399
2025-01-05,CMP_101,CH_06,CR_003,0.0,8710,739
2025-01-05,CMP_101,CH_06,CR_004,0.0,12484,841
2025-01-05,CMP_101,CH_06,CR_006,0.0,16098,981
2025-01-05,CMP_102,CH_01,CR_007,2465.2599999999998,36289,2586
2025-01-05,CMP_102,CH_03,CR_004,987.78,29490,1223
2025-01-05,CMP_102,CH_03,CR_005,1224.25,9395,1286
2025-01-05,CMP_102,CH_03,CR_006,986.82,21757,1172
2025-01-05,CMP_102,CH_04,CR_002,193.26,3894,159
2025-01-05,CMP_102,CH_04,CR_003,320.87,5973,546
2025-01-05,CMP_102,CH_04,CR_005,2799.9,42544,3173
2025-01-05,CMP_102,CH_05,CR_002,0.0,10148,245
2025-01-05,CMP_102,CH_05,CR_003,0.0,19673,1313
2025-01-05,CMP_102,CH_06,CR_001,0.0,1835,67
2025-01-05,CMP_102,CH_06,CR_004,0.0,23818,1709
2025-01-05,CMP_103,CH_01,CR_007,2497.55,66245,3051
2025-01-05,CMP_103,CH_02,CR_007,2548.4700000000003,10050,732
2025-01-05,CMP_103,CH_03,CR_002,645.29,7866,704
2025-01-05,CMP_103,CH_03,CR_003,1359.78,20043,2187
2025-01-05,CMP_103,CH_04,CR_002,213.6,12222,273
2025-01-05,CMP_103,CH_04,CR_006,114.59,7514,111
2025-01-05,CMP_103,CH_05,CR_005,0.0,4516,370
2025-01-05,CMP_103,CH_06,CR_001,0.0,11776,1106
2025-01-05,CMP_103,CH_06,CR_002,0.0,4417,103
2025-01-05,CMP_103,CH_06,CR_003,0.0,7957,781
2025-01-05,CMP_103,CH_06,CR_006,0.0,24685,1254
2025-01-05,CMP_104,CH_01,CR_007,4219.5,79773,4591
2025-01-05,CMP_104,CH_02,CR_007,1634.17,5493,531
2025-01-05,CMP_104,CH_03,CR_001,1114.66,11987,1026
2025-01-05,CMP_104,CH_03,CR_002,413.01,3000,370
2025-01-05,CMP_104,CH_03,CR_003,1406.99,11968,1274
2025-01-05,CMP_104,CH_03,CR_005,1345.59,16284,1530
2025-01-05,CMP_104,CH_03,CR_006,1315.43,14832,1451
2025-01-05,CMP_104,CH_04,CR_001,1180.05,40598,1039
2025-01-05,CMP_104,CH_04,CR_004,1241.17,8152,928
2025-01-05,CMP_104,CH_04,CR_005,1309.39,7754,1051
2025-01-05,CMP_104,CH_04,CR_006,679.14,25491,1130
2025-01-05,CMP_104,CH_05,CR_001,0.0,17234,1046
2025-01-05,CMP_104,CH_05,CR_002,0.0,19623,443
2025-01-05,CMP_104,CH_05,CR_004,0.0,8717,462
2025-01-05,CMP_104,CH_05,CR_006,0.0,1824,103
2025-01-05,CMP_104,CH_06,CR_001,0.0,17167,948
2025-01-05,CMP_104,CH_06,CR_002,0.0,1268,81
2025-01-05,CMP_104,CH_06,CR_003,0.0,13509,482
2025-01-05,CMP_104,CH_06,CR_004,0.0,28715,1828
2025-01-05,CMP_104,CH_06,CR_005,0.0,5047,412
2025-01-05,CMP_105,CH_01,CR_007,1746.76,22482,1681
2025-01-05,CMP_105,CH_02,CR_007,2432.08,19543,727
2025-01-05,CMP_105,CH_03,CR_002,630.6,11172,484
2025-01-05,CMP_105,CH_03,CR_004,667.9,18667,1103
2025-01-05,CMP_105,CH_03,CR_006,1591.92,31448,2142
2025-01-05,CMP_105,CH_04,CR_001,164.24,3201,177
2025-01-05,CMP_105,CH_04,CR_002,207.97,2641,292
2025-01-05,CMP_105,CH_04,CR_006,978.55,23861,900
2025-01-05,CMP_105,CH_05,CR_001,0.0,15777,653
2025-01-05,CMP_105,CH_05,CR_002,0.0,18235,1321
2025-01-05,CMP_105,CH_05,CR_003,0.0,21763,1173
2025-01-05,CMP_105,CH_05,CR_005,0.0,5988,129
2025-01-05,CMP_105,CH_06,CR_001,0.0,19039,1252
2025-01-05,CMP_105,CH_06,CR_003,0.0,17363,1016
2025-01-05,CMP_105,CH_06,CR_005,0.0,10829,841
2025-01-05,CMP_105,CH_06,CR_006,0.0,12207,627
2025-01-06,CMP_101,CH_01,CR_007,2931.26,108205,3091
2025-01-06,CMP_101,CH_02,CR_007,5871.99,21254,1799
2025-01-06,CMP_101,CH_03,CR_002,1799.24,30439,2062
2025-01-06,CMP_101,CH_03,CR_003,208.24,1978,199
2025-01-06,CMP_101,CH_03,CR_005,1146.92,24129,1215
2025-01-06,CMP_101,CH_03,CR_006,197.0,1658,158
2025-01-06,CMP_101,CH_04,CR_001,605.82,8194,488
2025-01-06,CMP_101,CH_04,CR_002,1940.82,67025,1557
2025-01-06,CMP_101,CH_04,CR_004,1038.91,11806,1393
2025-01-06,CMP_101,CH_04,CR_005,1291.42,7892,981
2025-01-06,CMP_101,CH_05,CR_006,0.0,9896,818
2025-01-06,CMP_101,CH_06,CR_001,0.0,31547,1395
2025-01-06,CMP_101,CH_06,CR_002,0.0,5694,562
2025-01-06,CMP_101,CH_06,CR_004,0.0,25777,666
2025-01-06,CMP_101,CH_06,CR_006,0.0,10579,777
2025-01-06,CMP_102,CH_01,CR_007,6575.3,82679,6112
2025-01-06,CMP_102,CH_02,CR_007,1079.72,2774,362
2025-01-06,CMP_102,CH_03,CR_001,1083.24,23817,1572
2025-01-06,CMP_102,CH_03,CR_002,261.03,2108,257
2025-01-06,CMP_102,CH_03,CR_003,1056.49,51641,1359
2025-01-06,CMP_102,CH_03,CR_004,1217.03,16904,1281
2025-01-06,CMP_102,CH_03,CR_005,1159.06,8762,1086
2025-01-06,CMP_102,CH_03,CR_006,321.99,7985,409
2025-01-06,CMP_102,CH_04,CR_004,2384.1800000000003,36040,2427
2025-01-06,CMP_102,CH_04,CR_005,408.17,10663,352
2025-01-06,CMP_102,CH_04,CR_006,1945.37,28259,1981
2025-01-06,CMP_102,CH_05,CR_001,0.0,7667,577
2025-01-06,CMP_102,CH_05,CR_002,0.0,12699,1200
2025-01-06,CMP_102,CH_05,CR_003,0.0,25735,1148
2025-01-06,CMP_102,CH_05,CR_006,0.0,26342,1440
2025-01-06,CMP_102,CH_06,CR_002,0.0,8569,496
2025-01-06,CMP_102,CH_06,CR_003,0.0,15041,1222
2025-01-06,CMP_102,CH_06,CR_006,0.0,19999,1702
2025-01-06,CMP_103,CH_01,CR_007,1215.01,32665,1220
2025-01-06,CMP_103,CH_02,CR_007,2524.01,7854,533
2025-01-06,CMP_103,CH_03,CR_004,1236.6100000000001,24532,1403
2025-01-06,CMP_103,CH_03,CR_006,57.39,369,49
2025-01-06,CMP_103,CH_04,CR_001,1711.96,31049,1564
2025-01-06,CMP_103,CH_04,CR_002,413.94,6261,380
2025-01-06,CMP_103,CH_04,CR_004,1153.34,75090,1441
2025-01-06,CMP_103,CH_05,CR_002,0.0,5559,125
2025-01-06,CMP_103,CH_06,CR_005,0.0,19084,1321
2025-01-06,CMP_104,CH_01,CR_007,301.67,3722,314
2025-01-06,CMP_104,CH_02,CR_007,3339.5,24648,1085
2025-01-06,CMP_104,CH_03,CR_003,1709.9099999999999,15897,1237
2025-01-06,CMP_104,CH_03,CR_005,443.53,29431,487
2025-01-06,CMP_104,CH_03,CR_006,841.0,6914,675
2025-01-06,CMP_104,CH_04,CR_004,858.5899999999999,28346,853
2025-01-06,CMP_104,CH_04,CR_005,402.22,3795,369
2025-01-06,CMP_104,CH_04,CR_006,2030.79,41410,1989
2025-01-06,CMP_104,CH_05,CR_001,0.0,2314,207
2025-01-06,CMP_104,CH_05,CR_003,0.0,32057,2407
2025-01-06,CMP_104,CH_05,CR_004,0.0,10781,1042
2025-01-06,CMP_104,CH_06,CR_001,0.0,7577,251
2025-01-06,CMP_104,CH_06,CR_002,0.0,21278,1626
2025-01-06,CMP_104,CH_06,CR_003,0.0,29599,1943
2025-01-06,CMP_104,CH_06,CR_004,0.0,15778,1545
2025-01-06,CMP_105,CH_01,CR_007,1727.28,13166,1767
2025-01-06,CMP_105,CH_02,CR_007,3489.22,27718,914
2025-01-06,CMP_105,CH_03,CR_002,987.65,5164,717
2025-01-06,CMP_105,CH_03,CR_004,1290.96,9024,1105
2025-01-06,CMP_105,CH_03,CR_006,571.22,3051,376
2025-01-06,CMP_105,CH_04,CR_001,677.82,5387,722
2025-01-06,CMP_105,CH_04,CR_002,584.83,18077,1102
2025-01-06,CMP_105,CH_04,CR_003,539.11,12910,457
2025-01-06,CMP_105,CH_04,CR_006,912.48,10944,789
2025-01-06,CMP_105,CH_05,CR_002,0.0,6654,175
2025-01-06,CMP_105,CH_05,CR_004,0.0,30173,1490
2025-01-06,CMP_105,CH_06,CR_002,0.0,12930,489
2025-01-07,CMP_101,CH_01,CR_007,3951.66,63414,4783
2025-01-07,CMP_101,CH_02,CR_007,4934.68,31893,1549
2025-01-07,CMP_101,CH_03,CR_001,213.03,2185,249
2025-01-07,CMP_101,CH_03,CR_004,771.16,12103,684
2025-01-07,CMP_101,CH_03,CR_005,1215.68,7615,1095
